Names,NAB,CAB_1,CAB_2,CAB_3,CAB_4
b0602,1.8590945,0,2.40303033333333,2.77628933333333,2.031305
b0603,3.2881675,3.173791,5.77140833333333,1.73515366666667,2.814078
b0604,40.382623,28.703468,15.9167193333333,28.9509236666667,45.2153386666667
b0605,566.391111,1554.939458,1160.37884033333,2017.81011733333,2617.75376166667
b0606,46.877665,120.615219,90.4593043333333,153.402667,207.185001666667
b0607,723.488305,738.711463,763.666205666667,473.614602666667,148.504716333333
b0608,7.5739725,6.236627,10.3192266666667,7.410246,7.92448033333333
b4734,0,0,0,0,0
b0610,165.925635,192.93727,238.725813333333,405.304409333333,404.890444333333
b0611,140.1438385,77.826829,58.4761683333333,58.7032126666667,94.7304946666667
b0612,2.179737,2.814555,4.94970733333333,5.606204,7.349681
b0613,1.080524,1.099263,0.968702,3.00605566666667,1.47172366666667
b0614,4.153859,3.523777,11.6388193333333,29.7642636666667,9.812487
b0615,2.1347245,2.927525,2.93865866666667,12.429208,2.665372
b0616,1.585052,1.048073,3.93814033333333,8.82777266666667,2.95115733333333
b0617,4.728234,0,26.1172956666667,17.931226,2.14012666666667
b0618,2.5450945,1.275105,6.92135966666667,7.023849,3.09633766666667
b0619,3.7641455,3.389142,13.9770036666667,10.679023,21.3933993333333
b0620,17.310161,15.409571,22.6949343333333,28.321367,37.8858396666667
b0621,11.755828,8.429146,6.56211033333333,10.821014,10.3891413333333
b0622,10.861531,6.834208,15.04964,11.1209183333333,22.421751
b0623,145615.1914425,140111.498637,88038.8335783333,103056.581934333,54961.361683
